"Date","Price","Open","High","Low","Vol.","Change %"
"10/18/2021","3,747.60","3,848.64","3,892.01","3,685.82","578.21K","-2.55%"
"10/17/2021","3,845.47","3,827.55","3,917.56","3,664.63","543.52K","0.47%"
"10/16/2021","3,827.55","3,869.05","3,967.43","3,804.55","527.61K","-1.02%"
"10/15/2021","3,866.90","3,790.34","3,904.91","3,735.21","721.14K","2.02%"
"10/14/2021","3,790.41","3,607.36","3,820.47","3,588.24","697.09K","5.08%"
"10/13/2021","3,607.28","3,491.08","3,612.04","3,416.00","557.18K","3.36%"
"10/12/2021","3,489.90","3,541.49","3,545.35","3,404.49","609.89K","-1.56%"
"10/11/2021","3,545.06","3,414.93","3,622.53","3,381.43","683.24K","3.81%"
"10/10/2021","3,415.03","3,574.52","3,599.18","3,409.22","767.49K","-4.45%"
"10/09/2021","3,574.20","3,559.96","3,626.11","3,541.40","464.11K","0.42%"
"10/08/2021","3,559.42","3,586.91","3,668.35","3,537.24","681.74K","-0.74%"
"10/07/2021","3,586.00","3,575.43","3,650.18","3,473.47","826.29K","0.30%"
"10/06/2021","3,575.41","3,515.35","3,627.19","3,345.56","1.05M","1.65%"
"10/05/2021","3,517.26","3,383.32","3,540.83","3,365.28","663.88K","3.97%"
"10/04/2021","3,382.90","3,417.26","3,436.34","3,273.22","826.83K","-1.01%"
"10/03/2021","3,417.34","3,388.83","3,485.48","3,346.63","642.59K","0.84%"
"10/02/2021","3,388.97","3,309.14","3,467.95","3,265.97","778.15K","2.41%"
"10/01/2021","3,309.13","2,999.86","3,329.32","2,972.75","1.14M","10.28%"
"09/30/2021","3,000.59","2,851.06","3,047.08","2,837.68","968.23K","5.23%"
"09/29/2021","2,851.50","2,807.15","2,948.50","2,784.66","728.86K","1.57%"
"09/28/2021","2,807.28","2,926.04","2,969.18","2,791.42","896.28K","-4.07%"
"09/27/2021","2,926.24","3,061.86","3,163.86","2,926.24","865.30K","-4.48%"
"09/26/2021","3,063.51","2,922.47","3,113.65","2,740.12","1.33M","4.82%"
"09/25/2021","2,922.55","2,928.59","2,965.48","2,812.70","975.49K","-0.21%"
"09/24/2021","2,928.57","3,152.92","3,158.38","2,740.06","1.74M","-7.12%"
"09/23/2021","3,152.92","3,077.80","3,173.00","3,035.96","841.54K","2.44%"
"09/22/2021","3,077.78","2,764.71","3,087.97","2,740.58","1.19M","11.45%"
"09/21/2021","2,761.52","2,976.70","3,101.88","2,659.71","1.79M","-7.21%"
"09/20/2021","2,976.05","3,328.49","3,344.04","2,931.64","1.72M","-10.61%"
"09/19/2021","3,329.12","3,435.92","3,455.67","3,282.85","614.00K","-3.11%"
"09/18/2021","3,435.97","3,398.55","3,539.50","3,371.33","600.19K","1.10%"
"09/17/2021","3,398.65","3,569.92","3,592.20","3,352.32","748.10K","-4.78%"
"09/16/2021","3,569.43","3,612.23","3,672.68","3,488.53","195.79K","-1.18%"
"09/15/2021","3,611.90","3,430.36","3,612.29","3,361.63","790.27K","5.34%"
"09/14/2021","3,428.87","3,284.65","3,428.87","3,270.91","720.34K","4.39%"
"09/13/2021","3,284.52","3,408.17","3,429.24","3,118.66","1.34M","-3.63%"
"09/12/2021","3,408.28","3,267.33","3,469.50","3,231.87","805.97K","4.31%"
"09/11/2021","3,267.33","3,209.37","3,345.37","3,202.41","732.95K","1.87%"
"09/10/2021","3,207.27","3,423.87","3,512.90","3,156.28","1.21M","-6.32%"
"09/09/2021","3,423.51","3,498.92","3,564.30","3,395.94","1.09M","-2.05%"
"09/08/2021","3,495.10","3,424.35","3,557.67","3,221.60","780.68K","2.10%"
"09/07/2021","3,423.12","3,926.84","3,945.79","3,061.30","2.47M","-12.84%"
"09/06/2021","3,927.21","3,950.20","3,968.20","3,867.55","764.56K","-0.59%"
"09/05/2021","3,950.62","3,885.40","3,981.22","3,834.74","714.16K","1.69%"
"09/04/2021","3,884.97","3,938.45","3,968.33","3,844.07","672.53K","-1.30%"
"09/03/2021","3,936.29","3,785.85","4,024.89","3,715.97","1.20M","3.96%"
"09/02/2021","3,786.19","3,826.90","3,833.89","3,723.42","928.70K","-1.21%"
"09/01/2021","3,832.73","3,429.65","3,839.91","3,384.82","1.48M","11.72%"
"08/31/2021","3,430.74","3,228.23","3,467.42","3,191.34","1.52M","6.36%"
"08/30/2021","3,225.67","3,222.43","3,345.72","3,145.53","966.58K","0.11%"
"08/29/2021","3,222.16","3,243.96","3,282.21","3,155.31","643.73K","-0.67%"
"08/28/2021","3,243.90","3,273.78","3,284.58","3,212.24","466.21K","-0.91%"
"08/27/2021","3,273.58","3,093.78","3,279.93","3,063.37","839.54K","5.82%"
"08/26/2021","3,093.54","3,228.03","3,249.62","3,057.48","118.44K","-4.17%"
"08/25/2021","3,228.15","3,172.12","3,247.43","3,080.70","923.13K","1.73%"
"08/24/2021","3,173.26","3,322.60","3,357.99","3,150.75","988.82K","-4.41%"
"08/23/2021","3,319.49","3,238.41","3,375.42","3,231.96","1.09M","2.49%"
"08/22/2021","3,238.70","3,224.17","3,271.94","3,128.98","747.65K","0.46%"
"08/21/2021","3,223.96","3,285.12","3,307.33","3,200.19","768.74K","-1.83%"
"08/20/2021","3,284.21","3,184.83","3,300.36","3,179.18","739.32K","3.12%"
"08/19/2021","3,184.82","3,016.92","3,185.51","2,962.04","844.13K","5.57%"
"08/18/2021","3,016.91","3,012.62","3,124.51","2,951.04","750.74K","0.08%"
"08/17/2021","3,014.58","3,147.67","3,290.03","2,993.63","1.06M","-4.23%"
"08/16/2021","3,147.65","3,307.96","3,334.22","3,138.37","859.09K","-4.87%"
"08/15/2021","3,308.87","3,264.56","3,318.61","3,115.34","782.81K","1.35%"
"08/14/2021","3,264.69","3,322.25","3,328.38","3,209.45","658.60K","-1.74%"
"08/13/2021","3,322.43","3,043.20","3,324.53","3,035.52","795.54K","9.16%"
"08/12/2021","3,043.61","3,160.17","3,236.28","2,981.35","965.63K","-3.79%"
"08/11/2021","3,163.66","3,140.86","3,269.70","3,122.67","950.12K","0.73%"
"08/10/2021","3,140.71","3,162.81","3,232.02","3,057.84","1.12M","-0.70%"
"08/09/2021","3,162.93","3,011.88","3,184.84","2,899.24","1.44M","5.01%"
"08/08/2021","3,012.07","3,158.30","3,188.49","2,949.66","1.25M","-4.62%"
"08/07/2021","3,158.00","2,889.58","3,169.74","2,867.58","64.84K","9.29%"
"08/06/2021","2,889.43","2,827.23","2,946.62","2,726.04","1.06M","2.20%"
"08/05/2021","2,827.21","2,725.28","2,842.95","2,533.51","1.65M","3.74%"
"08/04/2021","2,725.29","2,506.50","2,766.46","2,462.32","1.23M","8.72%"
"08/03/2021","2,506.65","2,608.01","2,631.43","2,445.49","158.45K","-3.89%"
"08/02/2021","2,608.04","2,556.07","2,664.73","2,513.51","970.67K","2.03%"
"08/01/2021","2,556.23","2,530.94","2,696.38","2,515.26","1.20M","0.95%"
"07/31/2021","2,532.19","2,461.08","2,551.68","2,421.70","507.08K","2.89%"
"07/30/2021","2,460.95","2,380.59","2,467.40","2,320.80","1.03M","3.36%"
"07/29/2021","2,380.93","2,299.46","2,397.71","2,269.15","642.75K","3.56%"
"07/28/2021","2,299.11","2,300.21","2,343.49","2,246.23","968.94K","-0.05%"
"07/27/2021","2,300.22","2,230.24","2,318.68","2,152.92","1.25M","3.17%"
"07/26/2021","2,229.53","2,189.74","2,430.01","2,174.44","1.89M","1.81%"
"07/25/2021","2,189.79","2,166.98","2,195.03","2,108.74","786.94K","1.76%"
"07/24/2021","2,151.85","2,124.00","2,162.29","2,106.71","907.11K","1.33%"
"07/23/2021","2,123.61","2,024.51","2,129.66","2,000.27","961.67K","4.89%"
"07/22/2021","2,024.58","1,994.61","2,043.26","1,952.31","1.02M","1.51%"
"07/21/2021","1,994.49","1,786.18","2,029.51","1,758.64","1.51M","11.67%"
"07/20/2021","1,786.07","1,818.07","1,840.36","1,720.70","1.20M","-1.76%"
"07/19/2021","1,818.07","1,891.43","1,915.15","1,807.19","802.78K","-3.93%"
"07/18/2021","1,892.42","1,898.01","1,988.24","1,881.60","829.77K","-0.29%"
"07/17/2021","1,897.98","1,877.00","1,917.80","1,851.97","623.52K","1.05%"
"07/16/2021","1,878.20","1,917.21","1,960.21","1,852.42","619.62K","-2.03%"
"07/15/2021","1,917.21","1,994.73","2,038.91","1,884.81","645.06K","-3.88%"
"07/14/2021","1,994.64","1,940.48","2,017.99","1,868.45","1.05M","2.78%"
"07/13/2021","1,940.72","2,035.09","2,042.61","1,920.62","717.85K","-4.64%"
"07/12/2021","2,035.09","2,139.44","2,167.60","2,008.66","540.10K","-4.87%"
"07/11/2021","2,139.35","2,110.90","2,173.34","2,081.62","724.84K","1.34%"
"07/10/2021","2,111.12","2,146.15","2,191.30","2,078.43","929.32K","-1.62%"
"07/09/2021","2,145.89","2,120.05","2,185.62","2,066.09","1.42M","1.21%"
"07/08/2021","2,120.22","2,316.21","2,322.47","2,095.92","1.82M","-8.48%"
"07/07/2021","2,316.57","2,322.74","2,402.68","2,296.43","1.32M","-0.26%"
"07/06/2021","2,322.72","2,196.25","2,347.47","2,194.20","1.78M","5.76%"
"07/05/2021","2,196.16","2,322.60","2,322.60","2,163.09","822.95K","-5.47%"
"07/04/2021","2,323.22","2,224.70","2,386.20","2,222.95","1.39M","4.43%"
"07/03/2021","2,224.70","2,154.53","2,236.97","2,115.80","1.28M","3.25%"
"07/02/2021","2,154.78","2,108.58","2,158.70","2,019.75","1.39M","2.17%"
"07/01/2021","2,109.11","2,274.50","2,274.63","2,077.56","1.71M","-7.24%"
"06/30/2021","2,273.84","2,158.32","2,281.55","2,090.61","1.90M","5.33%"
"06/29/2021","2,158.71","2,083.48","2,241.86","2,076.17","898.06K","3.63%"
"06/28/2021","2,083.09","1,981.24","2,142.84","1,962.89","2.19M","5.21%"
"06/27/2021","1,979.88","1,830.42","1,980.70","1,808.59","1.87M","8.15%"
"06/26/2021","1,830.62","1,810.53","1,850.40","1,719.32","1.99M","1.11%"
"06/25/2021","1,810.57","1,989.77","2,017.47","1,793.47","1.65M","-8.98%"
"06/24/2021","1,989.14","1,968.76","2,033.96","1,886.74","1.64M","1.05%"
"06/23/2021","1,968.39","1,877.28","2,043.10","1,823.57","1.77M","4.89%"
"06/22/2021","1,876.66","1,890.95","1,994.32","1,707.24","2.84M","-0.77%"
"06/21/2021","1,891.18","2,244.25","2,257.86","1,868.32","2.69M","-15.72%"
"06/20/2021","2,243.86","2,166.30","2,276.83","2,045.03","1.42M","3.55%"
"06/19/2021","2,166.91","2,229.53","2,276.70","2,164.14","1.08M","-2.81%"
"06/18/2021","2,229.53","2,372.10","2,376.62","2,142.74","778.79K","-5.99%"
"06/17/2021","2,371.62","2,367.78","2,459.11","2,309.08","1.06M","0.18%"
"06/16/2021","2,367.28","2,544.35","2,552.12","2,353.24","1.37M","-6.94%"
"06/15/2021","2,543.83","2,581.42","2,637.90","2,512.39","1.95M","-1.46%"
"06/14/2021","2,581.48","2,508.49","2,606.91","2,467.61","1.79M","2.92%"
"06/13/2021","2,508.27","2,368.68","2,547.90","2,311.96","1.62M","5.90%"
"06/12/2021","2,368.47","2,351.45","2,448.04","2,260.80","1.80M","0.72%"
"06/11/2021","2,351.45","2,470.04","2,493.48","2,324.21","587.18K","-4.80%"
"06/10/2021","2,469.97","2,607.45","2,615.46","2,432.41","1.29M","-5.23%"
"06/09/2021","2,606.23","2,507.86","2,620.74","2,408.37","2.32M","3.81%"
"06/08/2021","2,510.65","2,592.12","2,618.70","2,320.64","75.18K","-3.16%"
"06/07/2021","2,592.63","2,713.52","2,842.88","2,581.24","3.01M","-4.46%"
"06/06/2021","2,713.66","2,628.43","2,743.53","2,614.48","756.36K","3.22%"
"06/05/2021","2,628.98","2,688.75","2,814.02","2,555.98","2.55M","-2.14%"
"06/04/2021","2,686.50","2,856.63","2,856.63","2,557.71","2.47M","-5.85%"
"06/03/2021","2,853.35","2,705.05","2,889.19","2,666.39","1.09M","5.44%"
"06/02/2021","2,706.10","2,633.74","2,801.00","2,554.88","2.60M","2.75%"
"06/01/2021","2,633.67","2,707.94","2,738.23","2,529.73","2.45M","-2.76%"
"05/31/2021","2,708.47","2,386.93","2,713.98","2,279.42","2.83M","13.51%"
"05/30/2021","2,386.10","2,276.97","2,465.84","2,181.93","2.80M","4.83%"
"05/29/2021","2,276.07","2,411.68","2,567.42","2,207.21","2.94M","-5.73%"
"05/28/2021","2,414.29","2,742.39","2,760.17","2,332.43","3.26M","-11.75%"
"05/27/2021","2,735.88","2,885.02","2,885.87","2,638.62","2.39M","-5.16%"
"05/26/2021","2,884.66","2,705.69","2,908.37","2,648.10","2.66M","6.64%"
"05/25/2021","2,705.09","2,647.27","2,747.49","2,388.81","3.28M","2.20%"
"05/24/2021","2,646.79","2,101.30","2,667.20","2,080.87","3.24M","25.96%"
"05/23/2021","2,101.34","2,292.68","2,379.89","1,739.91","3.52M","-8.30%"
"05/22/2021","2,291.60","2,433.09","2,481.06","2,162.84","2.82M","-5.82%"
"05/21/2021","2,433.11","2,766.88","2,931.66","2,111.42","4.23M","-12.40%"
"05/20/2021","2,777.55","2,436.59","2,988.52","2,163.40","4.33M","14.04%"
"05/19/2021","2,435.69","3,376.22","3,434.01","1,922.25","6.42M","-27.89%"
"05/18/2021","3,377.55","3,280.50","3,558.57","3,244.93","2.30M","2.98%"
"05/17/2021","3,279.68","3,582.19","3,582.27","3,130.12","2.85M","-8.44%"
"05/16/2021","3,582.12","3,643.67","3,877.20","3,351.92","2.28M","-1.63%"
"05/15/2021","3,641.65","4,074.57","4,129.99","3,639.12","1.94M","-10.64%"
"05/14/2021","4,075.38","3,719.46","4,171.76","3,694.54","2.06M","9.56%"
"05/13/2021","3,719.62","3,807.50","4,031.99","3,539.96","3.21M","-2.42%"
"05/12/2021","3,811.77","4,173.61","4,366.10","3,794.15","2.78M","-8.54%"
"05/11/2021","4,167.78","3,948.66","4,177.53","3,781.86","1.27M","5.57%"
"05/10/2021","3,947.90","3,923.48","4,203.98","3,669.84","2.70M","0.65%"
"05/09/2021","3,922.23","3,905.69","3,979.77","3,734.44","1.94M","0.43%"
"05/08/2021","3,905.55","3,479.81","3,952.88","3,453.37","1.34M","12.19%"
"05/07/2021","3,481.22","3,490.83","3,583.34","3,363.56","1.35M","-0.24%"
"05/06/2021","3,489.52","3,522.74","3,601.59","3,380.60","1.51M","-0.94%"
"05/05/2021","3,522.76","3,284.31","3,540.78","3,228.86","1.87M","7.18%"
"05/04/2021","3,286.71","3,429.48","3,516.34","3,188.90","2.74M","-4.16%"
"05/03/2021","3,429.37","2,950.07","3,451.44","2,950.07","2.32M","16.24%"
"05/02/2021","2,950.33","2,945.04","2,984.52","2,854.12","1.30M","0.19%"
"05/01/2021","2,944.66","2,772.27","2,951.74","2,753.60","1.51M","6.20%"
"04/30/2021","2,772.78","2,757.02","2,797.61","2,726.03","1.52M","0.56%"
"04/29/2021","2,757.36","2,746.51","2,797.52","2,670.35","1.65M","0.39%"
"04/28/2021","2,746.54","2,665.83","2,759.03","2,562.74","1.74M","3.05%"
"04/27/2021","2,665.24","2,531.07","2,677.95","2,484.44","1.45M","5.22%"
"04/26/2021","2,533.12","2,320.63","2,539.80","2,305.97","1.79M","9.35%"
"04/25/2021","2,316.48","2,217.23","2,355.20","2,169.91","1.02M","4.54%"
"04/24/2021","2,215.93","2,367.35","2,367.46","2,159.60","1.61M","-6.39%"
"04/23/2021","2,367.31","2,398.95","2,440.21","2,119.26","3.46M","-1.41%"
"04/22/2021","2,401.10","2,360.32","2,642.99","2,313.46","3.17M","1.71%"
"04/21/2021","2,360.81","2,331.84","2,467.51","2,238.15","2.10M","1.23%"
"04/20/2021","2,332.14","2,161.06","2,345.18","2,058.00","1.86M","7.94%"
"04/19/2021","2,160.63","2,236.10","2,275.87","2,081.30","1.90M","-3.42%"
"04/18/2021","2,237.17","2,317.88","2,338.53","1,948.93","2.76M","-3.50%"
"04/17/2021","2,318.33","2,424.12","2,493.93","2,314.12","1.73M","-4.33%"
"04/16/2021","2,423.18","2,514.55","2,544.54","2,302.30","2.08M","-3.62%"
"04/15/2021","2,514.22","2,432.90","2,541.90","2,402.75","1.91M","3.40%"
"04/14/2021","2,431.56","2,299.25","2,445.40","2,281.49","2.11M","5.72%"
"04/13/2021","2,299.93","2,137.55","2,315.47","2,136.49","2.38M","7.58%"
"04/12/2021","2,137.81","2,150.79","2,199.52","2,103.73","2.16M","-0.63%"
"04/11/2021","2,151.42","2,133.89","2,164.76","2,114.55","1.97M","0.83%"
"04/10/2021","2,133.79","2,067.26","2,197.73","2,058.23","2.09M","3.23%"
"04/09/2021","2,066.93","2,080.20","2,101.07","2,050.39","2.47M","-0.62%"
"04/08/2021","2,079.92","1,962.44","2,084.08","1,951.83","1.73M","6.04%"
"04/07/2021","1,961.46","2,112.41","2,128.25","1,939.64","2.30M","-7.11%"
"04/06/2021","2,111.53","2,108.81","2,150.78","2,047.48","1.93M","0.24%"
"04/05/2021","2,106.41","2,076.14","2,127.89","2,004.05","2.31M","1.47%"
"04/04/2021","2,075.94","2,007.82","2,091.31","1,982.00","1.59M","3.35%"
"04/03/2021","2,008.59","2,134.66","2,137.68","2,004.40","2.01M","-5.90%"
"04/02/2021","2,134.55","1,968.12","2,144.11","1,949.99","2.47M","8.47%"
"04/01/2021","1,967.96","1,918.82","1,983.84","1,897.38","2.08M","2.61%"
"03/31/2021","1,917.99","1,841.01","1,945.40","1,774.66","2.59M","4.18%"
"03/30/2021","1,841.01","1,816.92","1,857.65","1,788.60","3.03M","1.34%"
"03/29/2021","1,816.69","1,686.88","1,839.41","1,678.38","1.94M","7.70%"
"03/28/2021","1,686.80","1,712.89","1,724.74","1,661.92","1.31M","-1.53%"
"03/27/2021","1,713.01","1,698.68","1,731.73","1,667.12","1.40M","0.85%"
"03/26/2021","1,698.60","1,586.36","1,699.27","1,586.28","1.64M","7.06%"
"03/25/2021","1,586.54","1,582.23","1,621.32","1,550.11","1.54M","0.26%"
"03/24/2021","1,582.38","1,668.42","1,739.82","1,546.48","1.88M","-5.13%"
"03/23/2021","1,667.90","1,681.50","1,720.01","1,654.14","1.46M","-0.86%"
"03/22/2021","1,682.37","1,783.58","1,806.62","1,659.28","1.58M","-5.68%"
"03/21/2021","1,783.72","1,804.60","1,815.85","1,748.47","1.43M","-1.16%"
"03/20/2021","1,804.60","1,809.09","1,868.09","1,801.60","27.03K","-0.28%"
"03/19/2021","1,809.64","1,775.87","1,848.88","1,735.42","1.20M","1.89%"
"03/18/2021","1,776.08","1,823.72","1,849.23","1,760.83","1.53M","-2.59%"
"03/17/2021","1,823.35","1,804.56","1,837.88","1,743.62","1.50M","1.03%"
"03/16/2021","1,804.85","1,792.08","1,817.35","1,715.97","1.81M","0.70%"
"03/15/2021","1,792.38","1,848.18","1,890.59","1,745.04","1.70M","-3.07%"
"03/14/2021","1,849.06","1,921.29","1,932.36","1,836.78","671.56K","-3.75%"
"03/13/2021","1,921.13","1,767.05","1,943.36","1,730.46","1.79M","8.73%"
"03/12/2021","1,766.90","1,827.44","1,841.19","1,723.18","1.52M","-3.23%"
"03/11/2021","1,825.79","1,794.28","1,845.32","1,729.05","1.58M","1.76%"
"03/10/2021","1,794.14","1,869.32","1,875.98","1,759.50","1.66M","-4.01%"
"03/09/2021","1,869.10","1,831.57","1,869.10","1,801.29","1.58M","2.05%"
"03/08/2021","1,831.49","1,727.17","1,841.05","1,665.54","1.97M","5.98%"
"03/07/2021","1,728.10","1,650.94","1,732.84","1,634.73","1.69M","4.78%"
"03/06/2021","1,649.19","1,530.24","1,670.01","1,514.62","2.07M","7.77%"
"03/05/2021","1,530.29","1,539.73","1,548.71","1,443.32","1.67M","-0.54%"
"03/04/2021","1,538.61","1,567.84","1,623.73","1,506.86","1.70M","-2.06%"
"03/03/2021","1,571.05","1,488.80","1,653.04","1,477.72","1.17M","5.54%"
"03/02/2021","1,488.62","1,570.00","1,602.13","1,457.22","1.74M","-5.18%"
"03/01/2021","1,570.03","1,418.91","1,571.15","1,411.55","1.92M","10.66%"
"02/28/2021","1,418.76","1,458.84","1,467.76","1,294.79","2.07M","-2.75%"
"02/27/2021","1,458.93","1,445.69","1,527.69","1,427.15","1.56M","0.93%"
"02/26/2021","1,445.44","1,476.77","1,561.66","1,403.30","2.13M","-2.08%"
"02/25/2021","1,476.15","1,623.76","1,669.24","1,460.92","1.75M","-9.09%"
"02/24/2021","1,623.71","1,578.27","1,711.16","1,505.79","2.19M","2.89%"
"02/23/2021","1,578.11","1,777.25","1,781.44","1,370.45","3.60M","-11.21%"
"02/22/2021","1,777.28","1,933.52","1,935.04","1,561.68","2.68M","-8.08%"
"02/21/2021","1,933.45","1,912.97","1,974.99","1,885.70","1.47M","1.02%"
"02/20/2021","1,913.88","1,955.54","2,040.79","1,800.00","2.29M","-2.13%"
"02/19/2021","1,955.59","1,934.17","1,968.93","1,892.70","1.78M","1.11%"
"02/18/2021","1,934.16","1,849.95","1,950.04","1,849.05","881.87K","4.66%"
"02/17/2021","1,847.95","1,781.44","1,854.03","1,734.15","1.69M","3.72%"
"02/16/2021","1,781.69","1,778.63","1,827.07","1,726.78","1.48M","0.16%"
"02/15/2021","1,778.82","1,800.60","1,835.51","1,661.09","1.94M","-1.27%"
"02/14/2021","1,801.78","1,815.44","1,850.00","1,787.11","1.43M","-0.76%"
"02/13/2021","1,815.49","1,840.90","1,871.36","1,766.05","1.44M","-1.39%"
"02/12/2021","1,841.02","1,786.74","1,862.17","1,741.04","1.75M","3.06%"
"02/11/2021","1,786.35","1,742.11","1,817.68","1,704.97","1.56M","2.54%"
"02/10/2021","1,742.09","1,770.81","1,835.40","1,683.52","2.01M","-1.61%"
"02/09/2021","1,770.63","1,750.19","1,818.94","1,711.40","1.94M","1.17%"
"02/08/2021","1,750.18","1,612.98","1,775.12","1,566.43","2.17M","8.50%"
"02/07/2021","1,612.99","1,676.62","1,692.29","1,491.68","1.94M","-3.80%"
"02/06/2021","1,676.63","1,719.11","1,742.90","1,648.03","1.78M","-2.48%"
"02/05/2021","1,719.20","1,593.91","1,760.09","1,589.28","1.80M","7.85%"
"02/04/2021","1,594.00","1,664.19","1,693.64","1,570.45","2.34M","-4.23%"
"02/03/2021","1,664.34","1,511.96","1,667.93","1,510.27","2.27M","10.12%"
"02/02/2021","1,511.36","1,373.31","1,546.88","1,361.63","2.73M","10.04%"
"02/01/2021","1,373.40","1,312.69","1,376.44","1,272.09","1.65M","4.62%"
"01/31/2021","1,312.73","1,377.05","1,380.04","1,282.41","1.54M","-4.67%"
"01/30/2021","1,376.96","1,379.78","1,405.78","1,327.66","1.59M","-0.17%"
"01/29/2021","1,379.30","1,329.16","1,436.27","1,288.26","3.33M","3.83%"
"01/28/2021","1,328.47","1,247.67","1,359.51","1,221.15","814.31K","6.48%"
"01/27/2021","1,247.62","1,366.14","1,372.31","1,210.40","2.90M","-8.68%"
"01/26/2021","1,366.27","1,317.67","1,377.94","1,246.45","2.56M","3.67%"
"01/25/2021","1,317.90","1,390.69","1,474.68","1,298.13","2.77M","-5.21%"
"01/24/2021","1,390.28","1,233.41","1,398.00","1,222.14","2.30M","12.72%"
"01/23/2021","1,233.40","1,234.34","1,271.65","1,196.94","1.46M","-0.10%"
"01/22/2021","1,234.58","1,118.01","1,272.85","1,045.02","2.94M","10.49%"
"01/21/2021","1,117.33","1,377.63","1,387.39","1,095.26","2.76M","-18.89%"
"01/20/2021","1,377.53","1,372.00","1,406.56","1,237.27","3.05M","0.40%"
"01/19/2021","1,372.00","1,258.10","1,437.42","1,252.36","2.27M","9.06%"
"01/18/2021","1,258.06","1,233.93","1,260.30","1,184.15","1.73M","2.06%"
"01/17/2021","1,232.64","1,228.33","1,269.01","1,168.39","2.15M","0.36%"
"01/16/2021","1,228.27","1,172.12","1,290.92","1,154.04","2.29M","4.83%"
"01/15/2021","1,171.68","1,233.34","1,256.13","1,079.19","2.85M","-4.44%"
"01/14/2021","1,226.17","1,128.80","1,246.52","1,088.52","1.55M","8.66%"
"01/13/2021","1,128.46","1,050.20","1,134.66","990.96","2.25M","7.45%"
"01/12/2021","1,050.19","1,086.96","1,149.19","1,008.28","3.09M","-3.78%"
"01/11/2021","1,091.47","1,255.84","1,257.30","917.96","4.19M","-13.10%"
"01/10/2021","1,256.04","1,275.87","1,347.98","1,180.45","2.65M","-1.53%"
"01/09/2021","1,275.58","1,215.92","1,301.75","1,172.39","1.99M","4.92%"
"01/08/2021","1,215.73","1,224.33","1,271.08","1,069.25","2.71M","-0.70%"
"01/07/2021","1,224.35","1,208.71","1,286.81","1,153.09","2.71M","1.37%"
"01/06/2021","1,207.77","1,099.77","1,210.78","1,060.67","3.75M","9.85%"
"01/05/2021","1,099.52","1,042.48","1,131.56","976.91","3.25M","5.48%"
"01/04/2021","1,042.40","977.76","1,158.27","894.24","5.19M","6.92%"
"01/03/2021","974.97","774.54","1,008.49","769.57","4.02M","25.88%"
"01/02/2021","774.50","729.00","787.26","715.15","2.25M","6.22%"
"01/01/2021","729.12","735.87","748.96","715.74","1.64M","-0.93%"
"12/31/2020","735.94","751.92","755.13","724.67","1.04M","-2.11%"
"12/30/2020","751.80","732.04","757.11","720.21","1.86M","2.74%"
"12/29/2020","731.76","730.26","739.77","690.24","1.82M","0.23%"
"12/28/2020","730.05","683.76","747.86","682.47","2.75M","6.78%"
"12/27/2020","683.71","636.35","715.46","627.12","2.31M","7.40%"
"12/26/2020","636.58","626.99","652.36","616.04","1.94M","1.54%"
"12/25/2020","626.93","612.38","633.90","605.01","1.70M","2.38%"
"12/24/2020","612.34","585.47","614.92","566.15","1.72M","4.55%"
"12/23/2020","585.69","637.04","638.11","554.09","2.20M","-8.12%"
"12/22/2020","637.47","607.86","637.47","588.24","2.12M","4.87%"
"12/21/2020","607.85","638.28","647.87","599.97","1.88M","-4.77%"
"12/20/2020","638.26","657.79","661.04","622.39","2.11M","-3.02%"
"12/19/2020","658.17","654.08","669.54","645.91","2.17M","0.66%"
"12/18/2020","653.85","643.28","664.26","630.44","2.63M","1.66%"
"12/17/2020","643.17","637.29","675.68","627.36","3.67M","0.91%"
"12/16/2020","637.38","588.81","638.18","580.90","3.11M","8.23%"
"12/15/2020","588.91","586.22","596.97","579.95","1.74M","0.46%"
"12/14/2020","586.19","590.66","591.41","576.01","1.78M","-0.83%"
